ID	PSSM-Id	CD_short_name	CD_description	COG_IdentityPercent	COG.Evalue	COG.Bitscore	COG	COG_category	COG_category_u	COG_color	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult	Host_Homologue_Result_All	Bacteria	Type_of_Protein2
WP_110478972	223944	AdhE	Acyl-CoA_reductase_or_other_NAD-dependent_aldehyde_dehydrogenase_[Energy_production_and_conversion].	45.975	0	567	COG1012	I	I	DCCCFC	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10530480	31.828	9.77e-55	189	Essential	52370.27	5.581	0.404	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	NP_001239033.1	27.107	1.72e-29	123	Gallus gallus	Host Homologue	NAD-dependent_succinate-semialdehyde_dehydrogenase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.373275	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478973	223622	ArgB	Acetylglutamate_kinase_[Amino_acid_transport_and_metabolism].	38.433	1.16e-99	296	COG0548	E	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10510530	25.256	3.1e-25	104	Essential	49373.62	6.3191	0.54	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	amino-acid_N-acetyltransferase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.301061	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478974	223767	GrxC	Glutaredoxin_[Posttranslational_modification,_protein_turnover,_chaperones].	37.037	1.09e-25	88.1	COG0695	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10440038	37.5	1.65e-10	51.6	Essential	9742.21	4.423	0.718	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	GrxA_family_glutaredoxin_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.343476	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478975	223267	RimK	Glutathione_synthase/RimK-type_ligase,_ATP-grasp_superfamily_[Coenzyme_transport_and_metabolism,_Translation,_ribosomal_structure_and_biogenesis].	34.277	7.27e-86	258	COG0189	EHJQ	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050552	64.548	2.47e-140	398	Essential	34470.82	7.3686	0.272	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_046755056.1	32.124	1.26e-19	89.7	Gallus gallus	Host Homologue	RimK_family_alpha-L-glutamate_ligase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.254658	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478976	225692	ycfP	Predicted_esterase_YcpF,_UPF0227_family_[General_function_prediction_only].	50.526	3.51e-94	269	COG3150	R	R	E0E0E0	General_function_prediction_only	GLOB	1	0	0	0	0	0	DEG10180183	71.348	2.26e-96	276	Essential	20754.57	6.2214	0.412	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	alpha/beta_hydrolase_YcfP_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.484665	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478977	-	-	-	-	-	-	-	-	-	-	-	SP	0	0	1	0	0	1	DEG10050506	50.98	1.32e-74	223	Essential	23544.69	4.4488	0.6	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	SP	0.711249	Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478978	225077	SufE	Sulfur_transfer_protein_SufE,_Fe-S_cluster_assembly_[Posttranslational_modification,_protein_turnover,_chaperones].	39.2	1.25e-54	165	COG2166	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10460123	35.78	2.53e-14	64.3	Essential	14957.02	7.8595	0.273	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	SufE_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.451923	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478979	223594	CsdA	Selenocysteine_lyase/Cysteine_desulfurase_[Amino_acid_transport_and_metabolism].	44.089	4.2e-155	440	COG0520	E	E	DCFCFC	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10330059	31.197	1.42e-23	100	Essential	43860.96	6.3082	0.49	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001026018.2	28.28	6.49e-29	118	Gallus gallus	Host Homologue	cysteine_desulfurase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.565963	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478980	224265	LrgB	Putative_effector_of_murein_hydrolase_[Cell_wall/membrane/envelope_biogenesis].	41.333	3.73e-76	226	COG1346	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	TM	3	0	4	0	6	0	DEG10050463	65.639	2.4e-95	277	Essential	24615.56	8.2472	0.302	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	CidB/LrgB_family_autolysis_modulator_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.421465	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_110478981	223310	Dgt	dGTP_triphosphohydrolase_[Nucleotide_transport_and_metabolism].	37.748	4.41e-165	468	COG0232	F	F	DCECFC	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270421	29.978	5.57e-43	156	Essential	51768.47	8.3309	0.351	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	anti-phage_deoxyguanosine_triphosphatase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.241107	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478982	224439	Lrp	DNA-binding_transcriptional_regulator,_Lrp_family_[Transcription].	47.973	6.49e-54	164	COG1522	K	K	FCDCEC	Transcription	GLOB	1	0	0	0	0	0	DEG10430188	45.299	7.8e-32	109	Essential	18046.15	6.4769	0.537	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	leucine-responsive_transcriptional_regulator_Lrp_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.25575	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478983	224588	FtsK	DNA_segregation_ATPase_FtsK/SpoIIIE_and_related_proteins_[Cell_cycle_control,_cell_division,_chromosome_partitioning].	29.487	0	616	COG1674	D	D	FCFCDC	Cell_cycle_control,_cell_division,_chromosome_partitioning	TM	3	0	2	0	4	0	DEG10230298	42.944	4.45e-109	356	Essential	105073.34	4.5816	0.565	< 8	> 100 kDa	VFG022057(gb|WP_010908948)	27.347	9.8e-08	56.2	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	DNA_translocase_FtsK_4TM_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.39943	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_110478985	225635	VapI	Plasmid_maintenance_system_antidote_protein_VapI,_contains_XRE-type_HTH_domain_[Defense_mechanisms].	48.889	7.28e-37	117	COG3093	V	V	FCFCBC	Defense_mechanisms	GLOB	1	0	0	0	0	0	DEG10410254	25.275	2.34e-10	52.4	Essential	11127.72	7.3167	0.33	< 8	< 50 kDa	VFG018755(gb|WP_007346872)	33.333	1.77e-09	50.1	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	HigA_family_addiction_module_antitoxin_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.507819	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478986	226079	HigB	Plasmid_maintenance_system_killer_protein__[Defense_mechanisms].	48.936	2.05e-31	103	COG3549	V	V	FCFCBC	Defense_mechanisms	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10852.5	8.5384	0.446	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	type_II_toxin-antitoxin_system_RelE/ParE_family_toxin_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Unknown	Unknown	OTHER	0.36449	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478987	225165	RarA	Replication-associated_recombination_protein_RarA_(DNA-dependent_ATPase)_[Replication,_recombination_and_repair].	61.187	0	706	COG2256	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10250510	32.787	4.64e-07	50.8	Essential	50484.4	6.0897	0.53	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	XP_418979.3	44.191	9.55e-110	336	Gallus gallus	Host Homologue	replication-associated_recombination_protein_A_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.266175	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478988	223250	SerS	Seryl-tRNA_synthetase_[Translation,_ribosomal_structure_and_biogenesis].	60.88	0	681	COG0172	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10590224	37.182	4.52e-73	234	Essential	48052.79	5.1595	0.639	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_015155704.2	30.227	6.01e-45	164	Gallus gallus	Host Homologue	serine--tRNA_ligase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.288182	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478989	223294	PrfA	Protein_chain_release_factor_A_[Translation,_ribosomal_structure_and_biogenesis].	68.044	0	656	COG0216	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10230217	32.075	6.37e-44	153	Essential	40616.5	4.624	0.743	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_004938723.4	36.538	2.15e-54	186	Gallus gallus	Host Homologue	peptide_chain_release_factor_1_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.253648	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478990	224860	Orn	Oligoribonuclease_(3'-5'_exoribonuclease)_[RNA_processing_and_modification].	74.176	7.09e-127	351	COG1949	A	A	FCDCFC	RNA_processing_and_modification	GLOB	1	0	0	0	0	0	DEG10270467	45.055	3.84e-47	152	Essential	21159.34	6.495	0.611	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	NP_001265049.1	52.841	6.05e-62	192	Gallus gallus	Host Homologue	oligoribonuclease_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.282985	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478991	224084	RsgA	Putative_ribosome_biogenesis_GTPase_RsgA_[Translation,_ribosomal_structure_and_biogenesis].	41.27	2.85e-139	394	COG1162	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10620220	32.847	1.58e-43	151	Essential	39768.51	9.0157	0.188	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	small_ribosomal_subunit_biogenesis_GTPase_RsgA_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.284526	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478992	224836	PtsH	Phosphotransferase_system,_HPr_and_related_phosphotransfer_proteins_[Signal_transduction_mechanisms,_Carbohydrate_transport_and_metabolism].	51.852	5.14e-37	116	COG1925	TG	T	FCFCAC	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	DEG10030202	77.381	5.22e-42	131	Essential	8958.19	5.633	0.549	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phosphocarrier_protein_Hpr_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.587233	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478993	224006	PtsA	Phosphoenolpyruvate-protein_kinase_(PTS_system_EI_component_in_bacteria)_[Carbohydrate_transport_and_metabolism].	58.988	0	869	COG1080	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10430260	25.446	3.58e-25	109	Essential	63792.14	4.3749	0.862	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	phosphoenolpyruvate-protein_phosphotransferase_PtsI_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.314355	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478994	225329	AceE	Pyruvate_dehydrogenase_complex,_dehydrogenase_(E1)_component_[Energy_production_and_conversion].	74.437	0	1683	COG2609	C	C	BCFCFC	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10520405	53.966	0	1003	Essential	99786.98	5.6502	0.505	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	XP_414333.2	31.443	8.41e-10	64.3	Gallus gallus	Host Homologue	pyruvate_dehydrogenase_(acetyl-transferring),_homodimeric_type_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.274561	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478995	223582	AceF	Pyruvate/2-oxoglutarate_dehydrogenase_complex,_dihydrolipoamide_acyltransferase_(E2)_component_[Energy_production_and_conversion].	42.105	2.33e-147	430	COG0508	C	C	BCFCFC	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10050441	61.905	7.99e-25	108	Essential	66567.05	4.634	0.45	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	NP_001026358.2	26.503	6.99e-25	110	Gallus gallus	Host Homologue	pyruvate_dehydrogenase_complex_dihydrolipoyllysine-residue_acetyltransferase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.302056	Non-Adhesin	ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478996	224169	Lpd	Pyruvate/2-oxoglutarate_dehydrogenase_complex,_dihydrolipoamide_dehydrogenase_(E3)_component_or_related_enzyme_[Energy_production_and_conversion].	53.947	0	566	COG1249	C	C	BCFCFC	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	DEG10250657	25.431	2.02e-29	119	Essential	50848.55	6.0012	0.509	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	NP_001384810.1	26.862	7.64e-25	107	Gallus gallus	Host Homologue	dihydrolipoyl_dehydrogenase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.346873	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110478997	224455	TolC	Outer_membrane_protein_TolC_[Cell_wall/membrane/envelope_biogenesis].	27.13	3.57e-91	281	COG1538	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10300016	25.577	1.04e-28	117	Essential	50638.78	9.359	0.105	> 8	50-100 kDa	VFG034670(gb|WP_000074194)	25.06	1.72e-23	102	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	TolC_family_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	OuterMembrane	Exposed	LIPO	0.59072	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Lipoprotein
WP_110478998	224059	LolD	ABC-type_lipoprotein_export_system,_ATPase_component_[Cell_wall/membrane/envelope_biogenesis].	52.212	4.27e-111	330	COG1136	M	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	TM	3	0	2	0	4	0	DEG10420314	33.171	1.33e-23	100	Essential	70205.08	9.5542	0.158	> 8	50-100 kDa	VFG009584(gb|WP_003873185)	31.984	3.07e-22	100	Probable Virulence Factor	XP_040557922.1	25.926	3.34e-06	52	Gallus gallus	Host Homologue	MacB_family_efflux_pump_subunit_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.525354	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_110478999	223914	AcrA	Multidrug_efflux_pump_subunit_AcrA_(membrane-fusion_protein)_[Cell_wall/membrane/envelope_biogenesis,_Defense_mechanisms].	26.344	1.81e-45	157	COG0845	MV	M	ECFCAC	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10260004	26.126	3.27e-08	54.3	Essential	42603.23	6.7723	0.339	< 8	< 50 kDa	VFG049125(gb|WP_004136054)	27.327	3.16e-10	61.2	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	efflux_RND_transporter_periplasmic_adaptor_subunit_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.47185	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479000	223087	GlnS	Glutamyl-_or_glutaminyl-tRNA_synthetase_[Translation,_ribosomal_structure_and_biogenesis].	37.209	2.19e-165	475	COG0008	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10650063	31.884	1.11e-06	50.4	Essential	63890.1	5.6219	0.604	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	XP_015139135.1	33.205	2.13e-76	265	Gallus gallus	Host Homologue	glutamine--tRNA_ligase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.271425	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479001	225530	YcgN	Uncharacterized_cysteine_cluster_protein_YcgN,_CxxCxxCC_family_[Function_unknown].	50	1.57e-73	213	COG2983	R	R	E0E0E0	General_function_prediction_only	GLOB	1	0	0	0	0	0	DEG10030225	40.141	6.08e-38	125	Essential	17259.78	6.617	0.533	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	YcgN_family_cysteine_cluster_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.380932	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479002	224555	MalQ	4-alpha-glucanotransferase_[Carbohydrate_transport_and_metabolism].	37.809	0	539	COG1640	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10350241	28.368	1.24e-65	230	Essential	82308.57	6.4083	0.496	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	4-alpha-glucanotransferase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.277055	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479004	224440	PulA	Pullulanase/glycogen_debranching_enzyme_[Carbohydrate_transport_and_metabolism].	50.602	0	816	COG1523	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10270295	40.951	6.46e-162	481	Essential	75859.46	5.1368	0.571	< 8	50-100 kDa	VFG050222(gb|NP_219545)	38.523	3.56e-115	359	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	glycogen_debranching_protein_GlgX_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.42439	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479005	223525	GlgC	ADP-glucose_pyrophosphorylase_[Carbohydrate_transport_and_metabolism].	49.153	0	562	COG0448	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10030336	41.709	1.57e-106	320	Essential	48849.74	6.4237	0.352	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	glucose-1-phosphate_adenylyltransferase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.294437	Non-Adhesin	ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479006	223374	GlgA	Glycogen_synthase_[Carbohydrate_transport_and_metabolism].	49.385	0	589	COG0297	G	G	CCFCFC	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10470432	37.219	1.22e-108	330	Essential	53352.92	6.3576	0.505	< 8	50-100 kDa	VFG050270(gb|NP_220318)	29.563	1.1e-45	165	Probable Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	glycogen_synthase_GlgA_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.576615	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479008	223466	DinP	Nucleotidyltransferase/DNA_polymerase_involved_in_DNA_repair_[Replication,_recombination_and_repair].	41.944	6.87e-134	383	COG0389	L	L	FCDCDC	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	40634.9	8.4797	0.348	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	XP_040511260.1	33.74	2.75e-22	100	Gallus gallus	Host Homologue	DNA_polymerase_IV_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.362023	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479009	223575	HtpX	Zn-dependent_protease_with_chaperone_function_[Posttranslational_modification,_protein_turnover,_chaperones].	33.444	4.34e-62	195	COG0501	O	O	9CFCAC	Posttranslational_modification,_protein_turnover,_chaperones	TM	3	0	2	0	4	0	DEG10250117	31.298	5.89e-25	100	Essential	31380.48	8.5182	0.262	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	protease_HtpX_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.533675	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
WP_110479010	225643	EpmC	Elongation_factor_P_hydroxylase_(EF-P_beta-lysylation_pathway)_[Translation,_ribosomal_structure_and_biogenesis].	57.542	1.39e-114	320	COG3101	J	J	FCCCFC	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	20671.17	5.1141	0.655	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	elongation_factor_P_hydroxylase_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	Cytoplasmic	Inside the cell	OTHER	0.422099	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479011	224054	CcmA	ABC-type_multidrug_transport_system,_ATPase_component_[Defense_mechanisms].	38.333	1.85e-105	306	COG1131	V	V	FCFCBC	Defense_mechanisms	GLOB	1	0	0	0	0	0	DEG10250613	32.864	1.79e-25	100	Essential	34712.18	7.4326	0.408	< 8	< 50 kDa	VFG012577(gb|WP_000983702)	30.189	9.79e-26	103	Probable Virulence Factor	XP_025008150.2	30.516	5.13e-24	103	Gallus gallus	Host Homologue	ABC_transporter_ATP-binding_protein_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.344425	Non-Adhesin	NON-ANTIGEN	Host Homologue	Avibacterium_paragallinarum	Secreted
WP_110479012	223912	YadH	ABC-type_multidrug_transport_system,_permease_component_[Defense_mechanisms].	28.148	1.15e-16	74.6	COG0842	V	V	FCFCBC	Defense_mechanisms	TM	4	0	3	0	6	0	DEG10300044	59.2	1.5e-104	303	Essential	28326.75	9.7106	0.173	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	Gallus gallus	Non Host Homologue	ABC_transporter_permease_[Avibacterium_paragallinarum]	GCF_036400455.1	Avibacterium	Negative	CytoplasmicMembrane	Inside the cell	OTHER	0.387091	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Avibacterium_paragallinarum	2 or more Alpha helix Transmembrane Steps
