ID	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	VF_ID	VFCID	VFcategory	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host	Host_Homologue_Result	Description	Strain	Genus	Gram_Stain	Bacteria	SubcellularLocalization	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult	Host_Homologue_Result_All	Type_of_Protein2
WP_046098348	COG1310	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	28586.25	4.7979	0.857	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	C40_family_peptidase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.327726	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098352	COG1438	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	DEG10290081	68.966	1.77e-73	216	Essential	16921.53	5.1747	0.31	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	transcriptional_regulator_ArgR_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.544745	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098376	COG0347	TE	T	CELLULAR_PROCESSES_AND_SIGNALING	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	DEG10400081	58.036	8.85e-42	132	Essential	12203.12	5.1634	0.623	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	P-II_family_nitrogen_regulator_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.462629	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098377	COG0004	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	SP+TM	6	0	6	0	11	1	-	-	-	-	Non Essential	46031.17	6.5886	0.343	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	ammonium_transporter_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	SP	0.425951	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098380	COG4105	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10520342	30.522	9.84e-36	127	Essential	29393.58	9.2838	0.276	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	outer_membrane_protein_assembly_factor_BamD_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	OuterMembrane	Exposed	LIPO	0.718758	Adhesin	NON-ANTIGEN	Non Host Homologue	Lipoprotein
WP_046098387	COG3726	S	S	POORLY_CHARACTERIZED	Function_unknown	TM	2	0	1	0	2	0	-	-	-	-	Non Essential	25465.47	10.6645	0.375	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	YtjB_family_periplasmic_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.648832	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_046098393	COG4393	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	TM	4	0	5	0	8	0	-	-	-	-	Non Essential	52217.52	9.1867	0.205	> 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	Fe-S-containing_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.465936	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_046098394	COG4591	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	TM	3	0	2	0	4	0	DEG10230063	25.391	1e-10	62.8	Essential	48163.94	6.2349	0.446	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	ABC_transporter_permease_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.529414	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_046098396	COG1136	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	GLOB	1	0	0	0	0	0	DEG10050366	30.102	3.33e-26	100	Essential	25042.56	6.2236	0.623	< 8	< 50 kDa	VFG023849(gb|WP_013471676)	29.787	2.02e-25	101	Probable Virulence Factor	VFG023849	VFC0258	Immune modulation	XP_015144789.2	31.429	1.56e-23	100	Gallus gallus	Host Homologue	ABC_transporter_ATP-binding_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.370617	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_046098398	COG3177	K	K	INFORMATION_STORAGE_AND_PROCESSING	Transcription	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	26010.89	5.6482	0.749	< 8	< 50 kDa	VFG039696(gb|NP_821048)	26.923	3.9e-09	55.5	Probable Virulence Factor	VFG039696	VFC0086	Effector delivery system	XP_004945669.1	29.956	3.64e-17	81.3	Gallus gallus	Host Homologue	Fic_family_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.239611	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_046098399	COG1651	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	SP	0	0	1	0	0	1	DEG10050434	70.925	1.94e-116	331	Essential	25251.14	7.8645	0.287	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	bifunctional_protein-disulfide_isomerase/oxidoreductase_DsbC_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Periplasmic	Inside the cell	SP	0.581902	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098405	COG2271	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	TM	7	0	6	0	12	0	DEG10470477	31.441	4.29e-71	231	Essential	50313.19	9.3274	0.204	> 8	50-100 kDa	VFG019360(gb|WP_012581691)	46.532	6.15e-128	378	Probable Virulence Factor	VFG019360	VFC0272	Nutritional/Metabolic factor	XP_417926.1	25.168	3.13e-12	70.1	Gallus gallus	Host Homologue	MULTISPECIES:_hexose-6-phosphate:phosphate_antiporter_[Avibacterium]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.425812	Non-Adhesin	NON-ANTIGEN	Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_046098436	COG2983	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	GLOB	1	0	0	0	0	0	DEG10030225	41.549	3.31e-39	129	Essential	17245.79	6.6173	0.533	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	YcgN_family_cysteine_cluster_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.392499	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098448	COG2332	CO	C	METABOLISM	Energy_production_and_conversion	TM	1	0	1	0	1	0	DEG10290058	56.129	3.58e-55	171	Essential	19124.06	7.2043	0.368	< 8	< 50 kDa	VFG010880(gb|WP_011215038)	51.429	3.69e-34	117	Probable Virulence Factor	VFG010880	VFC0272	Nutritional/Metabolic factor	-	-	-	-	Gallus gallus	Non Host Homologue	cytochrome_c_maturation_protein_CcmE_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.292672	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	1 Alpha helix Transmembrane Step
WP_046098450	COG2386	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	TM	4	0	3	0	6	0	DEG10410054	44.595	6.69e-48	156	Essential	23863.06	7.1355	0.401	< 8	< 50 kDa	VFG045716(gb|WP_003636816)	45.498	1.04e-33	120	Probable Virulence Factor	VFG045716	VFC0272	Nutritional/Metabolic factor	-	-	-	-	Gallus gallus	Non Host Homologue	heme_exporter_protein_CcmB_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.491621	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_046098451	COG4133	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10410053	36.458	2.62e-40	135	Essential	24080.56	5.9258	0.583	< 8	< 50 kDa	VFG010862(gb|WP_010946592)	35.961	1.92e-36	126	Probable Virulence Factor	VFG010862	VFC0272	Nutritional/Metabolic factor	XP_015143937.2	26.012	1.2e-06	50.1	Gallus gallus	Host Homologue	cytochrome_c_biogenesis_heme-transporting_ATPase_CcmA_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.393051	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_046098458	COG0035	F	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10140121	40.58	2.75e-50	161	Essential	22638.5	5.1425	0.652	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_001026295.2	27.679	1.6e-07	52	Gallus gallus	Host Homologue	uracil_phosphoribosyltransferase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.282898	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_046098459	COG3161	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	19975.73	7.433	0.343	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	chorismate_lyase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.571679	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098460	COG0139	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10440020	34.597	1.75e-31	113	Essential	22432.65	5.7601	0.585	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	bifunctional_phosphoribosyl-AMP_cyclohydrolase/phosphoribosyl-ATP_diphosphatase_HisIE_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.553224	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098465	COG1943	X	X	CELLULAR_PROCESSES_AND_SIGNALING	Mobilome:_prophages,_transposons	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	17859.52	8.1329	0.356	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	IS200/IS605_family_transposase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.529404	Non-Adhesin	ANTIGEN	Non Host Homologue	Secreted
WP_046098466	COG0079	E	E	METABOLISM	Amino_acid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10400280	27.419	7.53e-24	100	Essential	38875.84	5.081	0.434	< 8	< 50 kDa	VFG044377(gb|AAL65284)	26.554	1.42e-26	108	Probable Virulence Factor	VFG044377	VFC0272	Nutritional/Metabolic factor	XP_046754231.1	25.253	4e-09	59.7	Gallus gallus	Host Homologue	histidinol-phosphate_transaminase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.334724	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_046098486	COG0745	TK	T	CELLULAR_PROCESSES_AND_SIGNALING	Signal_transduction_mechanisms	GLOB	1	0	0	0	0	0	DEG10410071	30.244	2.9e-26	100	Essential	24927.55	5.1412	0.632	< 8	< 50 kDa	VFG031742(gb|WP_010908899)	36.41	2.53e-29	108	Probable Virulence Factor	VFG031742	VFC0301	Regulation	-	-	-	-	Gallus gallus	Non Host Homologue	response_regulator_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.277138	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098498	COG3093	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	GLOB	1	0	0	0	0	0	DEG10180092	53.465	1.6e-33	111	Essential	12055.83	6.8792	0.319	< 8	< 50 kDa	VFG016799(gb|WP_011180601)	32.432	4.15e-10	52	Probable Virulence Factor	VFG016799	VFC0346	Others	-	-	-	-	Gallus gallus	Non Host Homologue	HigA_family_addiction_module_antitoxin_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.40134	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098512	COG2991	CO	C	METABOLISM	Energy_production_and_conversion	TM	1	0	1	0	1	0	DEG10030268	38.182	3e-11	53.1	Essential	9040.56	6.2204	0.355	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	(Na+)-NQR_maturation_NqrM_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.378415	Non-Adhesin	ANTIGEN	Non Host Homologue	1 Alpha helix Transmembrane Step
WP_046098514	COG0669	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10210059	34.194	1.88e-27	100	Essential	17626.22	5.981	0.465	< 8	< 50 kDa	VFG000320(gb|WP_001169234)	43.506	8.5e-40	131	Probable Virulence Factor	VFG000320	VFC0258	Immune modulation	-	-	-	-	Gallus gallus	Non Host Homologue	pantetheine-phosphate_adenylyltransferase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.586061	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098518	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	11842.25	4.5438	0.809	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	hypothetical_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.47786	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098535	COG0564	J	J	INFORMATION_STORAGE_AND_PROCESSING	Translation,_ribosomal_structure_and_biogenesis	GLOB	1	0	0	0	0	0	DEG10180402	31.169	6.85e-26	101	Essential	25093.06	9.3444	0.156	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_040503542.1	47.887	5.58e-10	59.3	Gallus gallus	Host Homologue	bifunctional_tRNA_pseudouridine(32)_synthase/23S_rRNA_pseudouridine(746)_synthase_RluA_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.464953	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_046098538	COG0765	E	E	METABOLISM	Amino_acid_transport_and_metabolism	TM	3	0	3	0	5	0	DEG10580128	31.373	5.25e-27	108	Essential	26231.35	9.9011	0.2	> 8	< 50 kDa	VFG002901(gb|WP_002209736)	29.13	7.02e-25	98.2	Probable Virulence Factor	VFG002901	VFC0258	Immune modulation	-	-	-	-	Gallus gallus	Non Host Homologue	amino_acid_ABC_transporter_permease_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.372339	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_046098540	COG2137	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10050192	66.892	1.5e-74	218	Essential	18048.4	5.7075	0.736	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	recombination_regulator_RecX_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.439372	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098549	COG0304	IQ	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10590218	30.241	3.42e-27	114	Essential	42498.23	5.0397	0.383	< 8	< 50 kDa	VFG008875(gb|WP_015303644)	27.536	1.05e-22	100	Probable Virulence Factor	VFG008875	VFC0258	Immune modulation	NP_990486.3	27.515	3.43e-23	103	Gallus gallus	Host Homologue	beta-ketoacyl-ACP_synthase_I_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.53029	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_046098551	COG0187	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10340055	61.644	7.56e-22	100	Essential	90488.27	5.7095	0.493	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	NP_990122.3	25.044	1.61e-27	122	Gallus gallus	Host Homologue	DNA_topoisomerase_(ATP-hydrolyzing)_subunit_B_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.299958	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_046098564	COG2091	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050072	47.034	4.04e-66	204	Essential	28149.14	7.8312	0.394	< 8	< 50 kDa	VFG044305(gb|WP_000071884)	34.783	2.23e-13	67.4	Probable Virulence Factor	VFG044305	VFC0272	Nutritional/Metabolic factor	-	-	-	-	Gallus gallus	Non Host Homologue	4'-phosphopantetheinyl_transferase_superfamily_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Unknown	Unknown	OTHER	0.541564	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098570	COG0210	L	L	INFORMATION_STORAGE_AND_PROCESSING	Replication,_recombination_and_repair	GLOB	1	0	0	0	0	0	DEG10050208	80.448	0	1140	Essential	77219.33	6.517	0.64	< 8	50-100 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	DNA_helicase_Rep_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.273442	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098579	COG0530	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	TM	5	0	6	0	10	0	-	-	-	-	Non Essential	34589.38	4.9657	0.341	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	XP_040557514.1	31.405	1.98e-06	50.8	Gallus gallus	Host Homologue	calcium/sodium_antiporter_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.535861	Non-Adhesin	NON-ANTIGEN	Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_046098588	COG1129	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10670270	25.833	4.36e-24	100	Essential	54797.51	5.6939	0.42	< 8	50-100 kDa	VFG007914(gb|WP_011780329)	28.44	2.69e-23	100	Probable Virulence Factor	VFG007914	VFC0258	Immune modulation	XP_040508099.1	27	6.38e-06	50.4	Gallus gallus	Host Homologue	ribose_ABC_transporter_ATP-binding_protein_RbsA_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.317966	Non-Adhesin	NON-ANTIGEN	Host Homologue	Secreted
WP_046098605	COG1108	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	TM	5	0	5	0	9	0	DEG10230120	27.004	2.54e-28	108	Essential	28609.45	7.1301	0.427	< 8	< 50 kDa	VFG013062(gb|WP_000968132)	25.714	7.73e-16	75.1	Probable Virulence Factor	VFG013062	VFC0272	Nutritional/Metabolic factor	-	-	-	-	Gallus gallus	Non Host Homologue	zinc_ABC_transporter_permease_subunit_ZnuB_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.47132	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_046098607	COG0484	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10400670	29.932	3.7e-24	100	Essential	41394.92	8.1728	0.234	> 8	< 50 kDa	VFG015292(gb|WP_011169533)	46.269	6.99e-10	59.7	Probable Virulence Factor	VFG015292	VFC0086	Effector delivery system	XP_046755203.1	32.288	1.37e-28	115	Gallus gallus	Host Homologue	molecular_chaperone_DnaJ_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.369754	Non-Adhesin	ANTIGEN	Host Homologue	Secreted
WP_046098608	COG3366	S	S	POORLY_CHARACTERIZED	Function_unknown	TM	3	0	2	0	4	0	-	-	-	-	Non Essential	23162.36	8.6688	0.193	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	nucleoside_recognition_domain-containing_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.456194	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_046098612	COG1359	C	C	METABOLISM	Energy_production_and_conversion	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	11722.47	6.7457	0.733	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione_isomerase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.424836	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098613	COG1830	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	32309.21	6.6009	0.328	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	3-hydroxy-5-phosphonooxypentane-2,4-dione_thiolase_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.299217	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098615	COG1172	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	TM	6	0	5	0	10	0	DEG10580191	27.933	8.28e-08	52.4	Essential	35691.89	10.125	0.112	> 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	autoinducer_2_ABC_transporter_permease_LsrC_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	CytoplasmicMembrane	Inside the cell	OTHER	0.434717	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	2 or more Alpha helix Transmembrane Steps
WP_046098620	COG0402	FR	F	METABOLISM	Nucleotide_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10050306	94.096	0	545	Essential	37411.09	5.7551	0.722	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	amidohydrolase_family_protein_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	Cytoplasmic	Inside the cell	OTHER	0.303182	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Secreted
WP_046098623	COG2913	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	DEG10150291	32.099	8.07e-12	58.9	Essential	15592.88	6.2143	0.546	< 8	< 50 kDa	-	-	-	-	Non Virulence Factor	-	-	-	-	-	-	-	Gallus gallus	Non Host Homologue	outer_membrane_protein_assembly_factor_BamE_[Avibacterium_paragallinarum]	GCF_037080095.1	Avibacterium	Negative	Avibacterium_paragallinarum	OuterMembrane	Exposed	LIPO	0.691327	Non-Adhesin	NON-ANTIGEN	Non Host Homologue	Lipoprotein
