ID	Host	Host.Homologue	Host.IdentityPercent	Host.Evalue	Host.Bitscore	Host_Homologue_Result_All	Virulence.Homologue	Virulence.IdentityPercent	Virulence.Evalue	Virulence.Bitscore	VirulenceFactor	COG_ID	COG_categories	COG	General_Functional_Category	COG_category_description	Type_of_Protein	Inside_cell_or_cytosol	Periplasm	Outside_cell	Beta_sheet_TM	Alpha_helix_TM	SignalPeptideNumber	Essential.Homologue	Essential.IdentityPercent	Essential.Evalue	Essential.Bitscore	EssentialProtein	MW	Isoelectric_Point	Inclussion_Bodies_Probability	Isoelectric_Point2	MW2	Description	Strain	Mean_Schneider_Entropy	Strain_count	Cluster_Number	Conservation	Conservation_Results	SubcellularLocalization	Bacteria	Genus	Gram_Stain	Exposition	SignalPeptide	AdhesinProbability	AdhesinProbability2	AntigenicityResult
AgProtect_778	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	NP_001192331.1;XP_038408163.1;XP_003473315.1;XP_002710268.1	37.838;36.036;36.036;39.64	1.73e-11;7.93e-11;2.29e-11;6.53e-13	63.5;61.6;63.2;68.2	Host Homologue	-	-	-	-	Non Virulence Factor	COG2335	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	19072.54	4.5422	0.156	< 8	< 50 kDa	|sp|P0A669|MP70_MYCBO_Immunogenic_protein_MPB70_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=mpb70_PE=1_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Unknown	SP	-	Unknown	ANTIGEN
AgProtect_779	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	31923.52	7.464	0.0669999999999999	< 8	< 50 kDa	|sp|P0A5Q7|PR28_MYCBO_Proline-rich_28_kDa_antigen_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=mtc28_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Extracellular	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_78	Bos_taurus;Gallus_gallus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Ovis_orientalis_aries;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	11064.84	8.2768	0.299	> 8	< 50 kDa	YP_001481302.1_Iss_(plasmid)_[Escherichia_coli_APEC_O1]	Experimental_Antigens	0	95	0	1	-	Unknown	Escherichia_coli	Escherichia	Negative	Unknown	LIPO	-	Unknown	ANTIGEN
AgProtect_780	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	16635.04	6.4579	0.111	< 8	< 50 kDa	|sp|P0A5P9|MTB12_MYCBO_Low_molecular_weight_antigen_MTB12_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=mtb12_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Unknown	SP	-	Unknown	ANTIGEN
AgProtect_781	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG0526	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	SP	0	0	1	0	0	1	DEG10550725	29.06	0.00000000238	53.1	Essential	18382.98	4.98	0.257	< 8	< 50 kDa	|sp|P0A619|MPT53_MYCBO_Soluble_secreted_antigen_MPT53_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=mpt53_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Unknown	SP	-	Unknown	ANTIGEN
AgProtect_782	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG030100(gb|YP_005359954)	34.855	1.52E-37	131	Probable Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	24547.8	7.882	0.14	< 8	< 50 kDa	|sp|P0A5I9|LPRG_MYCBO_Lipoarabinomannan_carrier_protein_LprG_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=lprG_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Inside the cell	LIPO	-	Unknown	ANTIGEN
AgProtect_783	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG022553(gb|YP_001701633)	54.375	4.61E-43	140	Probable Virulence Factor	COG2182	G	G	METABOLISM	Carbohydrate_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	15146.87	6.9192	0.034	< 8	< 50 kDa	|sp|P0A5J1|LPQH_MYCBO_Lipoprotein_LpqH_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=lpqH_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Unknown	LIPO	-	Unknown	ANTIGEN
AgProtect_784	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG023359(gb|YP_001702963)	65.263	3.74E-36	117	Probable Virulence Factor	COG4842	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	GLOB	0	0	1	0	0	0	DEG10250049	100	1.16E-65	192	Essential	10390.6	4.345	0.827	< 8	< 50 kDa	|sp|P0A569|ESXH_MYCBO_ESAT-6-like_protein_EsxH_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=esxH_PE=3_SV=2	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_785	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	NP_001160082.1;XP_038441180.1;XP_063115575.1;XP_002712414.3	46.97;46.97;47.348;47.159	1.35e-159;2.08e-159;1.67e-160;3.42e-159	468;467;470;467	Host Homologue	VFG043550(gb|NP_214954)	100	0	1050	Probable Virulence Factor	COG0459	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	DEG10270080	100	0	1050	Essential	56726.69	4.5593	0.683	< 8	50-100 kDa	|sp|P0A521|CH602_MYCBO_Chaperonin_GroEL_2_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=groEL2_PE=1_SV=2	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_786	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	TM	2	0	1	0	2	0	-	-	-	-	Non Essential	12223.3	11.8276	0.239	> 8	< 50 kDa	|sp|P0A5P3|CFP6_MYCBO_Low_molecular_weight_protein_antigen_6_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=cfp6_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_787	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG3324	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	27342.87	4.1968	0.52	< 8	< 50 kDa	|sp|P0A5N9|CFP32_MYCBO_Putative_glyoxylase_CFP32_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=cfp32_PE=4_SV=2	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_788	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG044380(gb|AAL65287)	47.253	2.46E-27	95.1	Probable Virulence Factor	COG1977	H	H	METABOLISM	Coenzyme_transport_and_metabolism	GLOB	1	0	0	0	0	0	DEG10400443	44.086	3.6E-24	87	Essential	9556.7	4.5867	0.218	< 8	< 50 kDa	|sp|P0A647|CYSO_MYCBO_Sulfur_carrier_protein_CysO_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=cysO_PE=3_SV=2	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_789	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG043449(gb|WP_003877927)	78.161	1.13E-87	267	Probable Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	32686.75	4.7046	0.0610000000000001	< 8	< 50 kDa	|sp|O30620|APA_MYCBO_Alanine_and_proline-rich_secreted_protein_Apa_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=apa_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Unknown	SP	-	Unknown	ANTIGEN
AgProtect_79	Bos_taurus;Gallus_gallus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Ovis_orientalis_aries;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	-;-;-;-;-;-;-;-	Non Host Homologue	VFG034183(gb|WP_001304267)	99.686	0	1301	Probable Virulence Factor	COG1629	P	P	METABOLISM	Inorganic_ion_transport_and_metabolism	BETA	0	12	11	22	0	1	-	-	-	-	Non Essential	73652.96	5.3771	0.195	< 8	50-100 kDa	YP_853080.1_pesticin/yersiniabactin_receptor_protein_[Escherichia_coli_APEC_O1]	Experimental_Antigens	0	95	0	1	-	OuterMembrane	Escherichia_coli	Escherichia	Negative	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_790	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG3599	D	D	CELLULAR_PROCESSES_AND_SIGNALING	Cell_cycle_control,_cell_division,_chromosome_partitioning	GLOB	1	0	0	0	0	0	DEG10590133	86.26	8.97E-152	422	Essential	28277.18	4.5197	0.772	< 8	< 50 kDa	|sp|P0A5N3|WAG31_MYCBO_Cell_wall_synthesis_protein_Wag31_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=wag31_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Cytoplasmic	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_791	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG001810(gb|YP_178017)	40.777	4.54E-62	199	Probable Virulence Factor	COG0627	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	SP	0	0	1	0	0	1	DEG10250746	67.164	4.52E-164	460	Essential	36771.27	6.2433	0.087	< 8	< 50 kDa	|sp|P0A4V5|A85C_MYCBO_Diacylglycerol_acyltransferase/mycolyltransferase_Ag85C_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=fbpC_PE=3_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Unknown	SP	-	Unknown	ANTIGEN
AgProtect_792	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	VFG008392(gb|WP_157681509)	58.389	6.66E-55	170	Probable Virulence Factor	COG0071	O	O	CELLULAR_PROCESSES_AND_SIGNALING	Posttranslational_modification,_protein_turnover,_chaperones	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	16227.28	4.7521	0.695	< 8	< 50 kDa	|sp|P0A5B8|ACR_MYCBO_Alpha-crystallin_OS=Mycobacterium_bovis_(strain_ATCC_BAA-935_/_AF2122/97)_OX=233413_GN=hspX_PE=1_SV=2	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_793	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	VFG033049(gb|WP_014601684)	25.463	0.0000000248	54.3	Probable Virulence Factor	COG0726	GM	G	METABOLISM	Carbohydrate_transport_and_metabolism	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	29585.86	7.1413	0.238	< 8	< 50 kDa	|tr|Q9CCZ2|Q9CCZ2_MYCLE_NodB_homology_domain-containing_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML2649_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	TAT	-	Unknown	ANTIGEN
AgProtect_794	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	17083.34	11.6777	0.123	> 8	< 50 kDa	|tr|Q9CD21|Q9CD21_MYCLE_Uncharacterized_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML2567_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Periplasmic	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_795	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	11790.57	6.8694	0.51	< 8	< 50 kDa	|tr|Q9CBA2|Q9CBA2_MYCLE_Uncharacterized_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML2283_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_796	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	TM	1	0	2	0	2	0	-	-	-	-	Non Essential	8765.23	6.9689	0.257	< 8	< 50 kDa	|tr|Q9CBG6|Q9CBG6_MYCLE_Putative_integral_membrane_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML1990_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_797	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	12890.9	9.0935	0.161	> 8	< 50 kDa	|tr|Q9CBG7|Q9CBG7_MYCLE_Uncharacterized_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML1989_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_798	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	16961.23	7.5709	0.195	< 8	< 50 kDa	|tr|Q7AQ24|Q7AQ24_MYCLE_Uncharacterized_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML1788_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_799	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG0766	M	M	CELLULAR_PROCESSES_AND_SIGNALING	Cell_wall/membrane/envelope_biogenesis	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	14020.45	5.0621	0.683	< 8	< 50 kDa	|tr|Q9CBT7|Q9CBT7_MYCLE_Uncharacterized_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML1604_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_8	Canis_familiaris;Homo_sapiens	-;-	-;-	-;-	-;-	Non Host Homologue	VFG015132(gb|WP_003109504)	40.959	1.34E-62	199	Probable Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	33387.15	6.8934	0.407	< 8	< 50 kDa	NP_395162.1_secreted_effector_protein_(plasmid)_[Yersinia_pestis_CO92]	Experimental_Antigens	0	95	0	1	-	Extracellular	Yersinia_pestis	Yersinia	Negative	Exposed	OTHER	-	Unknown	ANTIGEN
AgProtect_80	Bos_taurus;Canis_familiaris;Cavia_porcellus;Oryctolagus_cuniculus_domesticus	-;-;-;-	-;-;-;-	-;-;-;-	-;-;-;-	Non Host Homologue	VFG022530(gb|WP_041317855)	34.853	7.27E-46	157	Probable Virulence Factor	COG0627	V	V	CELLULAR_PROCESSES_AND_SIGNALING	Defense_mechanisms	SP	0	0	1	0	0	1	DEG10250746	39.073	1.21E-58	190	Essential	31088.89	6.6062	0.088	< 8	< 50 kDa	YP_002646905.1_MPT51/MPB51_antigen_protein_[Mycobacterium_bovis_BCG_str._Tokyo_172]	Experimental_Antigens	0	95	0	1	-	Extracellular	Mycobacterium_bovis	Mycobacterium	Positive_with_OM	Exposed	SP	-	Unknown	ANTIGEN
AgProtect_800	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	9408.09	4.8882	0.683	< 8	< 50 kDa	|tr|Q9CBT8|Q9CBT8_MYCLE_Uncharacterized_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML1603_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_801	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG0439	I	I	METABOLISM	Lipid_transport_and_metabolism	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	11181.87	4.3265	0.792	< 8	< 50 kDa	|tr|Q9CBT9|Q9CBT9_MYCLE_Uncharacterized_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML1602_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_802	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	COG2192	R	R	POORLY_CHARACTERIZED	General_function_prediction_only	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	13060.02	7.0258	0.248	< 8	< 50 kDa	|tr|O33034|O33034_MYCLR_Carbam_trans_N_domain-containing_protein_OS=Mycobacterium_leprae_OX=1769_GN=MLCB250.59_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_803	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	12239.97	5.7996	0.202	< 8	< 50 kDa	|tr|Q49947|Q49947_MYCLR_U1756e_OS=Mycobacterium_leprae_OX=1769_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_804	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	10959.75	9.76	0.023	> 8	< 50 kDa	|tr|Q9CCD6|Q9CCD6_MYCLE_Uncharacterized_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML0927_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_805	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	47764.56	5.8952	0.53	< 8	< 50 kDa	|tr|O32977|O32977_MYCLR_TED_domain-containing_protein_OS=Mycobacterium_leprae_OX=1769_GN=MLCB22.46_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Unknown	OTHER	-	Unknown	ANTIGEN
AgProtect_806	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	TM	2	0	1	0	2	0	-	-	-	-	Non Essential	8202.5	4.2653	0.788	< 8	< 50 kDa	|tr|Q49681|Q49681_MYCLR_B1496_C1_130_OS=Mycobacterium_leprae_OX=1769_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_807	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	7375.1	8.2705	0.227	> 8	< 50 kDa	|tr|Q9CCN6|Q9CCN6_MYCLE_Uncharacterized_protein_OS=Mycobacterium_leprae_(strain_TN)_OX=272631_GN=ML0575_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	ANTIGEN
AgProtect_808	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	GLOB	1	0	0	0	0	0	-	-	-	-	Non Essential	11454.31	11.1305	0.364	> 8	< 50 kDa	|tr|Q49680|Q49680_MYCLR_B1496_C1_128_OS=Mycobacterium_leprae_OX=1769_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_809	Homo_sapiens;Macaca_mulatta;Pan_troglodytes	-;-;-	-;-;-	-;-;-	-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	GLOB	0	0	1	0	0	0	-	-	-	-	Non Essential	9561.26	5.982	0.349	< 8	< 50 kDa	|tr|Q49684|Q49684_MYCLR_B1496_C2_163_OS=Mycobacterium_leprae_OX=1769_PE=4_SV=1	Experimental_Antigens	0	95	0	1	-	CytoplasmicMembrane	Mycobacterium_leprae	Mycobacterium	Positive_with_OM	Inside the cell	OTHER	-	Unknown	NON-ANTIGEN
AgProtect_81	Canis_familiaris;Cavia_porcellus;Homo_sapiens;Macaca_fasicularis;Macaca_mulatta;Pan_troglodytes;Sus_scrofa	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	-;-;-;-;-;-;-	Non Host Homologue	-	-	-	-	Non Virulence Factor	-	-	-	-	-	SP	0	0	1	0	0	1	-	-	-	-	Non Essential	24855.18	4.5992	0.384	< 8	< 50 kDa	NP_216496.1_immunogenic_protein_Mpt64_[Mycobacterium_tuberculosis_H37Rv]	Experimental_Antigens	0	95	0	1	-	Unknown	Mycobacterium_tuberculosis	Mycobacterium	Positive_with_OM	Unknown	SP	-	Unknown	ANTIGEN
